GO.ID,Term,Annotated,Significant,Expected,raw.p.value,ontology,p_bon,uniform_log,p_log,rank,label,upper,lower,dataset
GO:0046165,alcohol biosynthetic process,98,3,1.42,1,BP,1,0.8717325947170103,-0,2764,,0.8868925843610755,0.8567625518822402,SRR6998058_v2
GO:1903506,regulation of nucleic acid-templated tra...,1953,35,28.23,1,BP,1,0.8715754693600491,-0,2765,,0.8867322841339911,0.8566085475635046,SRR6998058_v2
GO:1903507,negative regulation of nucleic acid-temp...,844,16,12.2,1,BP,1,0.8714184008296199,-0,2766,,0.8865720423721333,0.8564545984715337,SRR6998058_v2
GO:0010874,regulation of cholesterol efflux,17,2,0.25,1,BP,1,0.8712613890846329,-0,2767,,0.8864118590329364,0.8563007045666717,SRR6998058_v2
GO:1903508,positive regulation of nucleic acid-temp...,1068,24,15.44,1,BP,1,0.8711044340840437,-0,2768,,0.8862517340738818,0.8561468658093052,SRR6998058_v2
GO:1903509,liposaccharide metabolic process,65,2,0.94,1,BP,1,0.8709475357868519,-0,2769,,0.886091667452497,0.8559930821598647,SRR6998058_v2
GO:0010876,lipid localization,235,5,3.4,1,BP,1,0.8707906941521018,-0,2770,,0.8859316591263557,0.8558393535788222,SRR6998058_v2
GO:0090066,regulation of anatomical structure size,361,11,5.22,1,BP,1,0.8706339091388815,-0,2771,,0.8857717090530779,0.8556856800266932,SRR6998058_v2
GO:0090068,positive regulation of cell cycle proces...,200,3,2.89,1,BP,1,0.8704771807063241,-0,2772,,0.8856118171903298,0.8555320614640349,SRR6998058_v2
GO:0051952,regulation of amine transport,46,1,0.66,1,BP,1,0.8703205088136066,-0,2773,,0.8854519834958234,0.8553784978514473,SRR6998058_v2
GO:0098534,centriole assembly,36,1,0.52,1,BP,1,0.8701638934199498,-0,2774,,0.8852922079273171,0.8552249891495727,SRR6998058_v2
GO:0051954,positive regulation of amine transport,23,1,0.33,1,BP,1,0.8700073344846195,-0,2775,,0.8851324904426149,0.8550715353190961,SRR6998058_v2
GO:0051955,regulation of amino acid transport,23,1,0.33,1,BP,1,0.8698508319669248,-0,2776,,0.8849728309995668,0.854918136320744,SRR6998058_v2
GO:2000191,regulation of fatty acid transport,24,1,0.35,1,BP,1,0.8696943858262187,-0,2777,,0.8848132295560689,0.8547647921152859,SRR6998058_v2
GO:0006996,organelle organization,2833,49,40.94,1,BP,1,0.869537996021899,-0,2778,,0.8846536860700626,0.8546115026635328,SRR6998058_v2
GO:0045576,mast cell activation,53,1,0.77,1,BP,1,0.8693816625134061,-0,2779,,0.8844942004995351,0.8544582679263386,SRR6998058_v2
GO:0048806,genitalia development,20,3,0.29,1,BP,1,0.8692253852602254,-0,2780,,0.8843347728025193,0.8543050878645979,SRR6998058_v2
GO:0006997,nucleus organization,101,2,1.46,1,BP,1,0.8690691642218851,-0,2781,,0.8841754029370937,0.8541519624392484,SRR6998058_v2
GO:0051957,positive regulation of amino acid transp...,13,1,0.19,1,BP,1,0.8689129993579574,-0,2782,,0.8840160908613822,0.8539988916112693,SRR6998058_v2
GO:0010821,regulation of mitochondrion organization,123,2,1.78,1,BP,1,0.8687568906280583,-0,2783,,0.883856836533554,0.8538458753416818,SRR6998058_v2
GO:0006999,nuclear pore organization,14,1,0.2,1,BP,1,0.868600837991847,-0,2784,,0.8836976399118238,0.8536929135915483,SRR6998058_v2
GO:0050896,response to stimulus,4936,74,71.34,1,BP,1,0.8684448414090263,-0,2785,,0.8835385009544516,0.8535400063219738,SRR6998058_v2
GO:0002886,regulation of myeloid leukocyte mediated...,50,2,0.72,1,BP,1,0.8682889008393425,-0,2786,,0.8833794196197425,0.8533871534941042,SRR6998058_v2
GO:0010823,negative regulation of mitochondrion org...,52,2,0.75,1,BP,1,0.8681330162425852,-0,2787,,0.883220395866047,0.8532343550691273,SRR6998058_v2
GO:0030278,regulation of ossification,137,6,1.98,1,BP,1,0.8679771875785871,-0,2788,,0.8830614296517603,0.8530816110082728,SRR6998058_v2
GO:0010824,regulation of centrosome duplication,39,1,0.56,1,BP,1,0.8678214148072244,-0,2789,,0.8829025209353227,0.8529289212728113,SRR6998058_v2
GO:0002888,positive regulation of myeloid leukocyte...,34,1,0.49,1,BP,1,0.8676656978884162,-0,2790,,0.8827436696752198,0.8527762858240551,SRR6998058_v2
GO:0010825,positive regulation of centrosome duplic...,9,1,0.13,1,BP,1,0.8675100367821249,-0,2791,,0.8825848758299819,0.8526237046233576,SRR6998058_v2
GO:0035418,protein localization to synapse,51,1,0.74,1,BP,1,0.8673544314483559,-0,2792,,0.8824261393581841,0.8524711776321137,SRR6998058_v2
GO:0036075,replacement ossification,15,1,0.22,1,BP,1,0.8671988818471575,-0,2793,,0.8822674602184462,0.85231870481176,SRR6998058_v2
GO:0051983,regulation of chromosome segregation,96,3,1.39,1,BP,1,0.8670433879386209,-0,2794,,0.8821088383694327,0.8521662861237733,SRR6998058_v2
GO:0051984,positive regulation of chromosome segreg...,27,1,0.39,1,BP,1,0.8668879496828803,-0,2795,,0.8819502737698528,0.8520139215296723,SRR6998058_v2
GO:0051987,positive regulation of attachment of spi...,6,1,0.09,1,BP,1,0.8667325670401125,-0,2796,,0.8817917663784606,0.8518616109910163,SRR6998058_v2
GO:0010810,regulation of cell-substrate adhesion,139,3,2.01,1,BP,1,0.8665772399705371,-0,2797,,0.8816333161540539,0.8517093544694061,SRR6998058_v2
GO:0046184,aldehyde biosynthetic process,11,1,0.16,1,BP,1,0.8664219684344165,-0,2798,,0.8814749230554759,0.8515571519264831,SRR6998058_v2
GO:0051988,regulation of attachment of spindle micr...,12,1,0.17,1,BP,1,0.8662667523920555,-0,2799,,0.8813165870416132,0.8514050033239294,SRR6998058_v2
GO:0030224,monocyte differentiation,24,1,0.35,1,BP,1,0.8661115918038016,-0,2800,,0.8811583080713976,0.8512529086234688,SRR6998058_v2
GO:0010811,positive regulation of cell-substrate ad...,83,3,1.2,1,BP,1,0.8659564866300447,-0,2801,,0.8810000861038046,0.8511008677868648,SRR6998058_v2
GO:0042035,regulation of cytokine biosynthetic proc...,90,1,1.3,1,BP,1,0.865801436831217,-0,2802,,0.8808419210978542,0.8509488807759222,SRR6998058_v2
GO:0008406,gonad development,120,3,1.73,1,BP,1,0.8656464423677934,-0,2803,,0.8806838130126102,0.8507969475524868,SRR6998058_v2
GO:0036022,limb joint morphogenesis,1,1,0.01,1,BP,1,0.8654915032002908,-0,2804,,0.8805257618071807,0.8506450680784435,SRR6998058_v2
GO:0010817,regulation of hormone levels,262,5,3.79,1,BP,1,0.8653366192892686,-0,2805,,0.880367767440718,0.8504932423157199,SRR6998058_v2
GO:0090087,regulation of peptide transport,542,7,7.83,1,BP,1,0.8651817905953281,-0,2806,,0.8802098298724176,0.8503414702262824,SRR6998058_v2
GO:0060993,kidney morphogenesis,41,2,0.59,1,BP,1,0.865027017079113,-0,2807,,0.8800519490615196,0.8501897517721385,SRR6998058_v2
GO:0010818,T cell chemotaxis,16,1,0.23,1,BP,1,0.8648722987013088,-0,2808,,0.8798941249673077,0.8500380869153363,SRR6998058_v2
GO:0010819,regulation of T cell chemotaxis,12,1,0.17,1,BP,1,0.8647176354226431,-0,2809,,0.8797363575491093,0.8498864756179636,SRR6998058_v2
GO:0060996,dendritic spine development,96,2,1.39,1,BP,1,0.8645630272038856,-0,2810,,0.8795786467662954,0.8497349178421489,SRR6998058_v2
GO:0051972,regulation of telomerase activity,43,1,0.62,1,BP,1,0.8644084740058476,-0,2811,,0.8794209925782808,0.8495834135500605,SRR6998058_v2
GO:0060998,regulation of dendritic spine developmen...,74,1,1.07,1,BP,1,0.8642539757893826,-0,2812,,0.8792633949445237,0.8494319627039073,SRR6998058_v2
GO:0002820,negative regulation of adaptive immune r...,38,1,0.55,1,BP,1,0.8640995325153853,-0,2813,,0.8791058538245259,0.8492805652659383,SRR6998058_v2
GO:0002821,positive regulation of adaptive immune r...,110,2,1.59,1,BP,1,0.8639451441447927,-0,2814,,0.8789483691778326,0.8491292211984423,SRR6998058_v2
GO:0002822,regulation of adaptive immune response b...,143,2,2.07,1,BP,1,0.8637908106385832,-0,2815,,0.8787909409640323,0.8489779304637476,SRR6998058_v2
GO:0030212,hyaluronan metabolic process,19,1,0.27,1,BP,1,0.8636365319577767,-0,2816,,0.878633569142757,0.8488266930242234,SRR6998058_v2
GO:0046173,polyol biosynthetic process,51,2,0.74,1,BP,1,0.8634823080634346,-0,2817,,0.8784762536736819,0.848675508842278,SRR6998058_v2
GO:0002824,positive regulation of adaptive immune r...,103,2,1.49,1,BP,1,0.86332813891666,-0,2818,,0.8783189945165251,0.8485243778803603,SRR6998058_v2
GO:0002825,regulation of T-helper 1 type immune res...,26,1,0.38,1,BP,1,0.8631740244785973,-0,2819,,0.8781617916310482,0.8483733001009579,SRR6998058_v2
GO:1901222,regulation of NIK/NF-kappaB signaling,82,1,1.19,1,BP,1,0.8630199647104322,-0,2820,,0.8780046449770557,0.8482222754665986,SRR6998058_v2
GO:0007596,blood coagulation,98,3,1.42,1,BP,1,0.8628659595733917,-0,2821,,0.8778475545143951,0.8480713039398503,SRR6998058_v2
GO:0030216,keratinocyte differentiation,56,2,0.81,1,BP,1,0.8627120090287441,-0,2822,,0.8776905202029568,0.8479203854833198,SRR6998058_v2
GO:0030217,T cell differentiation,231,3,3.34,1,BP,1,0.8625581130377986,-0,2823,,0.8775335420026742,0.8477695200596538,SRR6998058_v2
GO:0030218,erythrocyte differentiation,103,2,1.49,1,BP,1,0.8624042715619062,-0,2824,,0.8773766198735233,0.847618707631538,SRR6998058_v2
GO:0007599,hemostasis,100,3,1.45,1,BP,1,0.8622504845624581,-0,2825,,0.8772197537755233,0.847467948161698,SRR6998058_v2
GO:0090077,foam cell differentiation,18,1,0.26,1,BP,1,0.8620967520008871,-0,2826,,0.8770629436687356,0.8473172416128986,SRR6998058_v2
GO:0045540,regulation of cholesterol biosynthetic p...,13,1,0.19,1,BP,1,0.8619430738386666,-0,2827,,0.8769061895132646,0.8471665879479444,SRR6998058_v2
GO:0048592,eye morphogenesis,89,2,1.29,1,BP,1,0.8617894500373113,-0,2828,,0.8767494912692569,0.8470159871296781,SRR6998058_v2
GO:0048593,camera-type eye morphogenesis,69,2,1,1,BP,1,0.8616358805583761,-0,2829,,0.876592848896902,0.8468654391209822,SRR6998058_v2
GO:0051924,regulation of calcium ion transport,165,2,2.38,1,BP,1,0.8614823653634573,-0,2830,,0.8764362623564319,0.8467149438847791,SRR6998058_v2
GO:0050863,regulation of T cell activation,250,4,3.61,1,BP,1,0.8613289044141916,-0,2831,,0.8762797316081203,0.84656450138402906,SRR6998058_v2
GO:0050864,regulation of B cell activation,112,1,1.62,1,BP,1,0.8611754976722563,-0,2832,,0.876123256612284,0.8464141115817315,SRR6998058_v2
GO:0048598,embryonic morphogenesis,354,14,5.12,1,BP,1,0.8610221450993694,-0,2833,,0.8759668373292817,0.846263774440926,SRR6998058_v2
GO:0050865,regulation of cell activation,443,6,6.4,1,BP,1,0.8608688466572894,-0,2834,,0.8758104737195147,0.8461134899246899,SRR6998058_v2
GO:0046125,pyrimidine deoxyribonucleoside metabolic...,3,1,0.04,1,BP,1,0.8607156023078153,-0,2835,,0.8756541657434259,0.8459632579961399,SRR6998058_v2
GO:0090022,regulation of neutrophil chemotaxis,25,2,0.36,1,BP,1,0.8605624120127866,-0,2836,,0.8754979133615006,0.8458130786184308,SRR6998058_v2
GO:0050866,negative regulation of cell activation,156,2,2.25,1,BP,1,0.8604092757340833,-0,2837,,0.875341716534266,0.8456629517547571,SRR6998058_v2
GO:0010833,telomere maintenance via telomere length...,72,1,1.04,1,BP,1,0.860256193433625,-0,2838,,0.8751855752222917,0.8455128773683518,SRR6998058_v2
GO:0050867,positive regulation of cell activation,273,3,3.95,1,BP,1,0.8601031650733726,-0,2839,,0.8750294893861885,0.8453628554224859,SRR6998058_v2
GO:0046128,purine ribonucleoside metabolic process,53,1,0.77,1,BP,1,0.8599501906153262,-0,2840,,0.8748734589866098,0.8452128858804699,SRR6998058_v2
GO:0033344,cholesterol efflux,26,2,0.38,1,BP,1,0.8597972700215268,-0,2841,,0.8747174839842502,0.8450629687056518,SRR6998058_v2
GO:1901214,regulation of neuron death,259,3,3.74,1,BP,1,0.859644403254055,-0,2842,,0.8745615643398463,0.8449131038614193,SRR6998058_v2
GO:0050868,negative regulation of T cell activation,96,2,1.39,1,BP,1,0.8594915902750317,-0,2843,,0.8744057000141765,0.8447632913111975,SRR6998058_v2
GO:1901215,negative regulation of neuron death,163,2,2.36,1,BP,1,0.8593388310466178,-0,2844,,0.8742498909680607,0.8446135310184502,SRR6998058_v2
GO:0002819,regulation of adaptive immune response,158,3,2.28,1,BP,1,0.8591861255310138,-0,2845,,0.8740941371623603,0.8444638229466799,SRR6998058_v2
GO:0006950,response to stress,2523,46,36.46,1,BP,1,0.8590334736904603,-0,2846,,0.873938438557978,0.8443141670594266,SRR6998058_v2
GO:0006952,defense response,988,18,14.28,1,BP,1,0.8588808754872378,-0,2847,,0.8737827951158585,0.8441645633202697,SRR6998058_v2
GO:0070262,peptidyl-serine dephosphorylation,14,1,0.2,1,BP,1,0.8587283308836662,-0,2848,,0.8736272067969875,0.8440150116928252,SRR6998058_v2
GO:0006955,immune response,1001,17,14.47,1,BP,1,0.8585758398421054,-0,2849,,0.8734716735623921,0.8438655121407486,SRR6998058_v2
GO:0070265,necrotic cell death,48,1,0.69,1,BP,1,0.8584234023249548,-0,2850,,0.8733161953731405,0.8437160646277322,SRR6998058_v2
GO:0009651,response to salt stress,20,1,0.29,1,BP,1,0.8582710182946534,-0,2851,,0.8731607721903426,0.8435666691175078,SRR6998058_v2
GO:0050851,antigen receptor-mediated signaling path...,131,3,1.89,1,BP,1,0.8581186877136797,-0,2852,,0.8730054039751489,0.8434173255738442,SRR6998058_v2
GO:0009653,anatomical structure morphogenesis,1648,34,23.82,1,BP,1,0.8579664105445519,-0,2853,,0.8728500906887515,0.8432680339605478,SRR6998058_v2
GO:0000723,telomere maintenance,117,3,1.69,1,BP,1,0.8578141867498272,-0,2854,,0.8726948322923829,0.8431187942414632,SRR6998058_v2
GO:0050854,regulation of antigen receptor-mediated ...,53,1,0.77,1,BP,1,0.8576620162921025,-0,2855,,0.8725396287473173,0.8429696063804737,SRR6998058_v2
GO:0061245,establishment or maintenance of bipolar ...,26,1,0.38,1,BP,1,0.8575098991340138,-0,2856,,0.8723844800148692,0.8428204703414985,SRR6998058_v2
GO:0012501,programmed cell death,1407,21,20.34,1,BP,1,0.8573578352382364,-0,2857,,0.8722293860563943,0.8426713860884961,SRR6998058_v2
GO:0000725,recombinational repair,115,1,1.66,1,BP,1,0.8572058245674847,-0,2858,,0.8720743468332892,0.8425223535854618,SRR6998058_v2
GO:1990266,neutrophil migration,88,3,1.27,1,BP,1,0.8570538670845128,-0,2859,,0.871919362306991,0.8423733727964287,SRR6998058_v2
GO:0000726,non-recombinational repair,53,1,0.77,1,BP,1,0.85690196275211306,-0,2860,,0.8717644324389775,0.8422244436854673,SRR6998058_v2
GO:0050856,regulation of T cell receptor signaling ...,38,1,0.55,1,BP,1,0.8567501115331173,-0,2861,,0.8716095571907674,0.8420755662166861,SRR6998058_v2
GO:0050857,positive regulation of antigen receptor-...,21,1,0.3,1,BP,1,0.8565983133903964,-0,2862,,0.8714547365239196,0.8419267403542301,SRR6998058_v2
GO:0021795,cerebral cortex cell migration,33,2,0.48,1,BP,1,0.8564465682868598,-0,2863,,0.8712999704000337,0.8417779660622826,SRR6998058_v2
GO:1904298,regulation of transcytosis,1,1,0.01,1,BP,1,0.8562948761854562,-0,2864,,0.87114525878075,0.8416292433050634,SRR6998058_v2
GO:0036035,osteoclast development,12,1,0.17,1,BP,1,0.8561432370491728,-0,2865,,0.8709906016277487,0.8414805720468301,SRR6998058_v2
GO:0060968,regulation of gene silencing,72,1,1.04,1,BP,1,0.8559916508410359,-0,2866,,0.870835998902751,0.841331952251878,SRR6998058_v2
GO:0050880,regulation of blood vessel size,87,2,1.26,1,BP,1,0.85584011752411,-0,2867,,0.8706814505675177,0.841183383884538,SRR6998058_v2
GO:0002831,regulation of response to biotic stimulu...,130,3,1.88,1,BP,1,0.8556886370614989,-0,2868,,0.8705269565838503,0.8410348669091796,SRR6998058_v2
GO:2000181,negative regulation of blood vessel morp...,72,1,1.04,1,BP,1,0.8555372094163444,-0,2869,,0.8703725169135903,0.8408864012902085,SRR6998058_v2
GO:0006986,response to unfolded protein,100,2,1.45,1,BP,1,0.855385834551827,-0,2870,,0.8702181315186195,0.8407379869920679,SRR6998058_v2
GO:0002832,negative regulation of response to bioti...,36,1,0.52,1,BP,1,0.855234512431166,-0,2871,,0.8700638003608596,0.8405896239792382,SRR6998058_v2
GO:0050886,endocrine process,40,2,0.58,1,BP,1,0.855083243017619,-0,2872,,0.8699095234022722,0.8404413122162355,SRR6998058_v2
GO:0090042,tubulin deacetylation,11,1,0.16,1,BP,1,0.8549320262744813,-0,2873,,0.8697553006048591,0.8402930516676139,SRR6998058_v2
GO:0007567,parturition,4,1,0.06,1,BP,1,0.8547808621650879,-0,2874,,0.869601131930662,0.8401448422979642,SRR6998058_v2
GO:0090043,regulation of tubulin deacetylation,9,1,0.13,1,BP,1,0.8546297506528104,-0,2875,,0.869447017341762,0.8399966840719133,SRR6998058_v2
GO:0007568,aging,152,3,2.2,1,BP,1,0.8544786917010604,-0,2876,,0.8692929568002807,0.8398485769541255,SRR6998058_v2
GO:0051930,regulation of sensory perception of pain,21,1,0.3,1,BP,1,0.8543276852732861,-0,2877,,0.8691389502683792,0.8397005209093009,SRR6998058_v2
GO:0051931,regulation of sensory perception,22,1,0.32,1,BP,1,0.8541767313329748,-0,2878,,0.8689849977082578,0.8395525159021776,SRR6998058_v2
GO:0048562,embryonic organ morphogenesis,152,6,2.2,1,BP,1,0.8540258298436514,-0,2879,,0.8688310990821568,0.839404561897529,SRR6998058_v2
GO:0098693,regulation of synaptic vesicle cycle,85,1,1.23,1,BP,1,0.853874980768879,-0,2880,,0.8686772543523562,0.8392566588601652,SRR6998058_v2
GO:0014910,regulation of smooth muscle cell migrati...,57,1,0.82,1,BP,1,0.8537241840722587,-0,2881,,0.8685234634811753,0.8391088067549329,SRR6998058_v2
GO:0050870,positive regulation of T cell activation,160,2,2.31,1,BP,1,0.8535734397174293,-0,2882,,0.8683697264309728,0.8389610055467157,SRR6998058_v2
GO:0048565,digestive tract development,54,2,0.78,1,BP,1,0.8534227476680675,-0,2883,,0.868216043164147,0.83881325520043315,SRR6998058_v2
GO:0048566,embryonic digestive tract development,13,1,0.19,1,BP,1,0.853272107887888,-0,2884,,0.8680624136431355,0.8386655556810404,SRR6998058_v2
GO:0051937,catecholamine transport,31,1,0.45,1,BP,1,0.8531215203406431,-0,2885,,0.8679088378304152,0.8385179069535298,SRR6998058_v2
GO:0048568,embryonic organ development,267,11,3.86,1,BP,1,0.8529709849901226,-0,2886,,0.8677553156885018,0.8383703089829299,SRR6998058_v2
GO:0006979,response to oxidative stress,327,5,4.73,1,BP,1,0.8528205018001545,-0,2887,,0.867601847179951,0.8382227617343049,SRR6998058_v2
GO:0050877,nervous system process,498,9,7.2,1,BP,1,0.8526700707346034,-0,2888,,0.8674484322673572,0.8380752651727548,SRR6998058_v2
GO:2000177,regulation of neural precursor cell prol...,60,2,0.87,1,BP,1,0.8525196917573727,-0,2889,,0.8672950709133533,0.8379278192634169,SRR6998058_v2
GO:0050878,regulation of body fluid levels,176,4,2.54,1,BP,1,0.8523693648324022,-0,2890,,0.8671417630806126,0.8377804239714635,SRR6998058_v2
GO:0090034,regulation of chaperone-mediated protein...,2,1,0.03,1,BP,1,0.85221908992367,-0,2891,,0.866988508731846,0.8376330792621025,SRR6998058_v2
GO:0031060,regulation of histone methylation,60,2,0.87,1,BP,1,0.8520688669951908,-0,2892,,0.8668353078298039,0.8374857851005789,SRR6998058_v2
GO:0044419,interspecies interaction between organis...,311,8,4.49,1,BP,1,0.851918696011017,-0,2893,,0.8666821603372756,0.837338541452173,SRR6998058_v2
GO:2000179,positive regulation of neural precursor ...,32,1,0.46,1,BP,1,0.8517685769352384,-0,2894,,0.86652906621708925,0.8371913482822004,SRR6998058_v2
GO:0031062,positive regulation of histone methylati...,33,1,0.48,1,BP,1,0.8516185097319819,-0,2895,,0.8663760254321113,0.8370442055560131,SRR6998058_v2
GO:0006921,cellular component disassembly involved ...,23,1,0.33,1,BP,1,0.8514684943654114,-0,2896,,0.8662230379452476,0.8368971132389987,SRR6998058_v2
GO:0060986,endocrine hormone secretion,26,2,0.38,1,BP,1,0.8513185307997282,-0,2897,,0.8660701037194419,0.8367500712965805,SRR6998058_v2
GO:0030201,heparan sulfate proteoglycan metabolic p...,23,2,0.33,1,BP,1,0.8511686189991705,-0,2898,,0.8659172227176771,0.8366030796942167,SRR6998058_v2
GO:0030203,glycosaminoglycan metabolic process,59,1,0.85,1,BP,1,0.8510187589280137,-0,2899,,0.8657643949029743,0.8364561383974017,SRR6998058_v2
GO:0006928,movement of cell or subcellular componen...,1259,26,18.2,1,BP,1,0.8508689505505699,-0,2900,,0.8656116202383933,0.8363092473716659,SRR6998058_v2
GO:0007584,response to nutrient,74,1,1.07,1,BP,1,0.8507191938311883,-0,2901,,0.8654588986870323,0.8361624065825737,SRR6998058_v2
GO:0021761,limbic system development,48,1,0.69,1,BP,1,0.850569488734255,-0,2902,,0.8653062302120276,0.8360156159957266,SRR6998058_v2
